Algorithm,Width,Height,Threads,Seed,FillPercent,Run,TimeMs
OMP_Rows,500,500,3,42,0.40,17,51.212000
OMP_Rows,500,500,3,42,0.40,18,51.447000
OMP_Rows,500,500,3,42,0.40,19,51.712000
OMP_Rows,500,500,3,42,0.40,20,52.220000
OMP_Rows,500,500,3,42,0.40,21,51.487000
OMP_Rows,500,500,3,42,0.40,22,51.521000
OMP_Rows,500,500,3,42,0.40,23,51.296000
OMP_Rows,500,500,3,42,0.40,24,51.353000
OMP_Rows,500,500,3,42,0.40,AVG,51.540944
OMP_Rows,500,500,4,42,0.40,0,45.030000
OMP_Rows,500,500,4,42,0.40,1,46.161000
OMP_Rows,500,500,4,42,0.40,2,46.207000
OMP_Rows,500,500,4,42,0.40,3,46.364000
OMP_Rows,500,500,4,42,0.40,4,47.644000
OMP_Rows,500,500,4,42,0.40,5,46.166000
